ID,Link,Title
11607,https://indico.jlab.org/event/459/contributions/11607/,Finalizing Transition to the New Data Center at BNL,https://indico.jlab.org/event/459/contributions/11607/attachments/9490/13756/azaytsev_BNL_SDCC_B725_DC_CHEP2023_v3.pdf
11541,https://indico.jlab.org/event/459/contributions/11541/,"Large scale dynamic web deployment for CERN, experience and outlook",https://indico.jlab.org/event/459/contributions/11541/attachments/9344/13882/Large%20scale%20dynamic%20web%20deployment%20for%20CERN%20experience%20and%20outlook.pdf
11821,https://indico.jlab.org/event/459/contributions/11821/,Results from HEP-CCE,https://indico.jlab.org/event/459/contributions/11821/attachments/9545/13849/CHEP23%20Results%20from%20HEP-CCE.pdf
11409,https://indico.jlab.org/event/459/contributions/11409/,The Run-3 ATLAS jet trigger,https://indico.jlab.org/event/459/contributions/11409/attachments/9379/13601/CHEP2023Slides_MAmerl_TheATLASJetTriggerInRun3.pdf
11711,https://indico.jlab.org/event/459/contributions/11711/,The SMARTHEP European Training Network,https://indico.jlab.org/event/459/contributions/11711/attachments/9351/14001/SMARTHEPatCHEP2023.pdf
11496,https://indico.jlab.org/event/459/contributions/11496/,Tools and Services for Collaborations: On-Boarding to the OSG Fabric of Services,
11301,https://indico.jlab.org/event/459/contributions/11301/,Xrootd S3 Gateway for WLCG Storage,https://indico.jlab.org/event/459/contributions/11301/attachments/9638/14036/S3-Gateway-CHEP23-v03.pdf
11572,https://indico.jlab.org/event/459/contributions/11572/,Deep generative models for generating Drell-Yan events in the ATLAS collaboration at the LHC,https://indico.jlab.org/event/459/contributions/11572/attachments/9595/14018/ATL-COM-SOFT-2023-047.pdf
11813,https://indico.jlab.org/event/459/contributions/11813/,Enabling INFN-T1 to support heterogeneous computing architectures,https://indico.jlab.org/event/459/contributions/11813/attachments/9388/13916/CHEP23_M100.pdf
11370,https://indico.jlab.org/event/459/contributions/11370/,LHCb Online Monitoring,https://indico.jlab.org/event/459/contributions/11370/attachments/9535/13827/LHCb%20Online%20Monitoring.pdf
11487,https://indico.jlab.org/event/459/contributions/11487/,Managing the OSG Fabric of Services the GitOps Way,https://indico.jlab.org/event/459/contributions/11487/attachments/9327/13527/GitOps%20-%20CHEP.pdf
11639,https://indico.jlab.org/event/459/contributions/11639/,Measuring Carbon: Net-Zero and the IRISCAST Project,https://indico.jlab.org/event/459/contributions/11639/attachments/9438/13684/CHEP-2023-05.pdf
11537,https://indico.jlab.org/event/459/contributions/11537/,Modern Software Development for JUNO offline software,https://indico.jlab.org/event/459/contributions/11537/attachments/9282/13458/lintao-202305-CHEP2023.pdf
11431,https://indico.jlab.org/event/459/contributions/11431/,Performance of track reconstruction at STCF using ACTS,https://indico.jlab.org/event/459/contributions/11431/attachments/9567/13959/ACTS_for_STCF_20230506.pdf
11318,https://indico.jlab.org/event/459/contributions/11318/,Predicting Resource Usage Trends with Southern California Petabyte Scale Cache,https://indico.jlab.org/event/459/contributions/11318/attachments/9187/13344/2305-XCache-CHEP23.pdf
11729,https://indico.jlab.org/event/459/contributions/11729/,"Scalable, End-to-End, Machine-Learning-Based Data Reconstruction Chain for Particle Imaging Detectors",https://indico.jlab.org/event/459/contributions/11729/attachments/9540/13940/CHEP2023%20ML-Based%20Reconstruction%20for%20LArTPCs.pdf
11686,https://indico.jlab.org/event/459/contributions/11686/,ScienceBox 2.0: Evolving the demonstrator package for CERN storage and analysis services,"https://indico.jlab.org/event/459/contributions/11686/attachments/9350/13984/CHEP,%20ScienceBox%202.0.pdf"
11483,https://indico.jlab.org/event/459/contributions/11483/,CernVM-FS at Extreme Scales,https://indico.jlab.org/event/459/contributions/11483/attachments/9475/13736/presentation.pdf
11698,https://indico.jlab.org/event/459/contributions/11698/,First results from the PUNCH4NFDI Consortium,https://indico.jlab.org/event/459/contributions/11698/attachments/9424/13666/20230509Schneide.pptx
11372,https://indico.jlab.org/event/459/contributions/11372/,First year of experience with the new operational monitoring tool for data taking in CMS during Run 3,https://indico.jlab.org/event/459/contributions/11372/attachments/9548/13852/OMS-AP-CHEP2023-2023-05-09.pdf
11443,https://indico.jlab.org/event/459/contributions/11443/,"Flexible, robust and minimal-overhead Event Data Model for track reconstruction in ACTS",https://indico.jlab.org/event/459/contributions/11443/attachments/9534/13825/2023-05-09_chep_v6.pdf
11748,https://indico.jlab.org/event/459/contributions/11748/,HyperTrack: neural combinatorics for high energy physics,https://indico.jlab.org/event/459/contributions/11748/attachments/9580/14256/HyperTrack_Mieskolainen_CHEP2023_v1.pdf
11554,https://indico.jlab.org/event/459/contributions/11554/,Operational Intelligence in the ATLAS Continuous Integration System,https://indico.jlab.org/event/459/contributions/11554/attachments/9223/13386/ATL-COM-SOFT-2023-013.pdf
11329,https://indico.jlab.org/event/459/contributions/11329/,Storing LHC Data in Amazon S3 and Intel DAOS through RNTuple,https://indico.jlab.org/event/459/contributions/11329/attachments/9637/14034/CHEP_2023_AmazonS3_IntelDAOS-3.pdf
11644,https://indico.jlab.org/event/459/contributions/11644/,The IT infrastructure of the LUX-ZEPLIN experiment at SURF,https://indico.jlab.org/event/459/contributions/11644/attachments/9284/13811/CHEP2023.pdf
11591,https://indico.jlab.org/event/459/contributions/11591/,Unbiased detection of data departures from expectations with machine learning,https://indico.jlab.org/event/459/contributions/11591/attachments/9546/13850/chep23.pdf
11807,https://indico.jlab.org/event/459/contributions/11807/,Using parallel I/O libraries for managing HEP experimental data,https://indico.jlab.org/event/459/contributions/11807/attachments/9286/13474/CHEP2023%20Parallel%20IO.pdf
11475,https://indico.jlab.org/event/459/contributions/11475/,AUDITOR: Accounting for opportunistic resources,https://indico.jlab.org/event/459/contributions/11475/attachments/9321/13520/2023_CHEP_AUDITOR.pdf
11393,https://indico.jlab.org/event/459/contributions/11393/,Computer Vision for Data Quality Monitoring with Hydra,https://indico.jlab.org/event/459/contributions/11393/attachments/9337/13538/CHEP_2023_Jeske.pptx
11561,https://indico.jlab.org/event/459/contributions/11561/,Data driven background estimation in HEP using Generative Adversarial Networks,https://indico.jlab.org/event/459/contributions/11561/attachments/9506/13781/VLohezic_DataDrivenBackgroundGAN.pdf
11679,https://indico.jlab.org/event/459/contributions/11679/,EOSC-CZ plans for physical sciences,https://indico.jlab.org/event/459/contributions/11679/attachments/9377/13599/chep-eosccz-chudoba.pptx
11612,https://indico.jlab.org/event/459/contributions/11612/,Estimating the environmental impact of a large Tier 2,https://indico.jlab.org/event/459/contributions/11612/attachments/9363/13573/CHEP2023%20-%20T2%20Environmental%20Impact.pdf
11828,https://indico.jlab.org/event/459/contributions/11828/,"Fast, high-quality pseudo random number generators for heterogeneous computing",https://indico.jlab.org/event/459/contributions/11828/attachments/9576/14004/2023-05-09%20CHEP%20MixMaxGPU.pdf
11727,https://indico.jlab.org/event/459/contributions/11727/,Implicit Neural Representation as a Differentiable Surrogate for Photon Propagation in a Monolithic Neutrino Detector,https://indico.jlab.org/event/459/contributions/11727/attachments/9547/13851/2023-05-09%20CHEP%202023.pdf
11543,https://indico.jlab.org/event/459/contributions/11543/,Managing software build infrastructure at ALICE using Hashicorp Nomad,https://indico.jlab.org/event/459/contributions/11543/attachments/9265/13437/2023-05-02-CHEP23%20Nomad.pdf
11417,https://indico.jlab.org/event/459/contributions/11417/,Multithreading ATLAS offline software: a retrospective,https://indico.jlab.org/event/459/contributions/11417/attachments/9418/13659/2023-05-chep.pdf
11314,https://indico.jlab.org/event/459/contributions/11314/,Understanding Data Access Patterns for dCache System,https://indico.jlab.org/event/459/contributions/11314/attachments/9188/14066/2305-dCache-CHEP23.pdf
11308,https://indico.jlab.org/event/459/contributions/11308/,A Ceph S3 Object Data Store for HEP,https://indico.jlab.org/event/459/contributions/11308/attachments/9565/13884/ncsmith-chep2023-objectstores.pdf
11577,https://indico.jlab.org/event/459/contributions/11577/,An Active Learning application in a dark matter search with ATLAS PanDA and iDDS,https://indico.jlab.org/event/459/contributions/11577/attachments/9423/14028/2023_05_08%20-%20CHEP%202023%20-%20ZX%20Active%20Learning%20-%20Draft%207.pptx
11683,https://indico.jlab.org/event/459/contributions/11683/,Facilitating the preservation of LHCb analyses,https://indico.jlab.org/event/459/contributions/11683/attachments/9307/13504/CHEP2023%20-%20Facilitating%20the%20preservation%20of%20LHCb%20analyses.pdf
11501,https://indico.jlab.org/event/459/contributions/11501/,JIRIAF: JLAB Integrated Research Infrastructure Across Facilities,https://indico.jlab.org/event/459/contributions/11501/attachments/9380/13603/jiriaf_chep23.pptx
11416,https://indico.jlab.org/event/459/contributions/11416/,Machine Learning Tools for the CMS Tracker Data Quality Monitoring and Certification,https://indico.jlab.org/event/459/contributions/11416/attachments/9584/13910/CMS_TRKDQMML_CHEP23_GBenelli_v2.pdf
11643,https://indico.jlab.org/event/459/contributions/11643/,Migrating the INFN-CNAF datacenter to the Bologna Tecnopolo -  a status update,https://indico.jlab.org/event/459/contributions/11643/attachments/9369/13587/tecnopolo.pdf
11757,https://indico.jlab.org/event/459/contributions/11757/,Neutrino interaction vertex-finding in a DUNE far-detector using Pandora deep-learning,https://indico.jlab.org/event/459/contributions/11757/attachments/9214/13375/ACha_CHEP_May23.pdf
11385,https://indico.jlab.org/event/459/contributions/11385/,The ALICE Data Quality Control,https://indico.jlab.org/event/459/contributions/11385/attachments/9486/13869/2023_05_13_qc_chep.pdf
11531,https://indico.jlab.org/event/459/contributions/11531/,Version control and DevOps platform for accelerator and experiments: experience and outlook,https://indico.jlab.org/event/459/contributions/11531/attachments/9427/13676/Version-control-and-devops-chep2023.pdf
11820,https://indico.jlab.org/event/459/contributions/11820/,XkitS：A computational storage framework for high energy physics based on EOS storage system,https://indico.jlab.org/event/459/contributions/11820/attachments/9437/13683/XkitS%20CHEP2023-0509.pdf
11374,https://indico.jlab.org/event/459/contributions/11374/,AI Driven Experiment Calibration and Control,https://indico.jlab.org/event/459/contributions/11374/attachments/9497/13764/AIEC_CHEP_2023.pdf
11609,https://indico.jlab.org/event/459/contributions/11609/,Data Centre Refurbishment with the aim of Energy Saving and Achieving Carbon Net Zero,https://indico.jlab.org/event/459/contributions/11609/attachments/9396/13894/chep2023.pdf
11588,https://indico.jlab.org/event/459/contributions/11588/,Deep Learning for Matrix Element Method,https://indico.jlab.org/event/459/contributions/11588/attachments/9583/13909/Deep%20Learning%20for%20the%20Matrix%20Element%20Method.pdf
11823,https://indico.jlab.org/event/459/contributions/11823/,Evaluation of ARM CPUs for IceCube available through Google Kubernetes Engine,https://indico.jlab.org/event/459/contributions/11823/attachments/9228/13392/chep23_icecube_arm_rc3.pdf
11296,https://indico.jlab.org/event/459/contributions/11296/,"Extending Rucio with modern cloud storage support: Experiences from ATLAS, SKA and ESCAPE",https://indico.jlab.org/event/459/contributions/11296/attachments/9634/14027/ATL-COM-SOFT-2023-016.pdf
11733,https://indico.jlab.org/event/459/contributions/11733/,Graph Neural Network for 3D Reconstruction in Liquid Argon Time Projection Chambers,https://indico.jlab.org/event/459/contributions/11733/attachments/9550/13855/2023-05-09%20CHEP%20talk.pdf
11699,https://indico.jlab.org/event/459/contributions/11699/,Scalable training on scalable infrastructures for programmable hardware,https://indico.jlab.org/event/459/contributions/11699/attachments/9315/13512/CHEP2023_Slides.pdf
11508,https://indico.jlab.org/event/459/contributions/11508/,The Platform-as-a-Service paradigm meets ATLAS: developing an automated analysis workflow on the newly established INFN Cloud,https://indico.jlab.org/event/459/contributions/11508/attachments/9563/13877/Marcon_PaaS_INFN_Cloud_ATL-SOFT-SLIDE-2023-110.pdf
11590,https://indico.jlab.org/event/459/contributions/11590/,A Kinematic Kalman Filter Track Reconstruction Algorithm for the Mu2e Experiment,https://indico.jlab.org/event/459/contributions/11590/attachments/9311/14062/Kinematic%20Kalman%20Fit.pdf
11310,https://indico.jlab.org/event/459/contributions/11310/,An HTTP REST API for Tape-backed Storage,https://indico.jlab.org/event/459/contributions/11310/attachments/9209/13837/HTTP%20Rest%20API%20for%20tape%20file%20recalls%20CHEP.pdf
11423,https://indico.jlab.org/event/459/contributions/11423/,CMS Tier0 data processing during the detector commissioning in Run-3,https://indico.jlab.org/event/459/contributions/11423/attachments/9492/13758/CMS%20Tier-0%20data%20processing%20during%20the%20detector%20commissioning%20in%20Run-3.pdf
11743,https://indico.jlab.org/event/459/contributions/11743/,End-to-End Geometric Representation Learning for Track Reconstruction,https://indico.jlab.org/event/459/contributions/11743/attachments/9591/13967/Influencer%20Object%20Condensation%20(5).pptx
11625,https://indico.jlab.org/event/459/contributions/11625/,HEPscore: a new benchmark for WLCG compute resources,https://indico.jlab.org/event/459/contributions/11625/attachments/9257/13426/Sobie-CHEP-Bmk.pdf
11545,https://indico.jlab.org/event/459/contributions/11545/,Iterative and incremental development of the ATLAS Publication Tracking system,https://indico.jlab.org/event/459/contributions/11545/attachments/9386/13612/ITERATIVE%20DEVELOPMENT%20OF%20THE%20ATLAS%20PUBLICATION%20TRACKING%20SYSTEM.pdf
11399,https://indico.jlab.org/event/459/contributions/11399/,Line Segment Tracking in the High-luminosity LHC,https://indico.jlab.org/event/459/contributions/11399/attachments/9632/14023/PhilipChang20230508_LST_CHEP2023Draft_v4.pdf
11677,https://indico.jlab.org/event/459/contributions/11677/,MicroBooNE Public Data Sets: a Collaborative Tool for LArTPC Software Development,https://indico.jlab.org/event/459/contributions/11677/attachments/9566/14068/ub-opensamples-CHEP_wide.pdf
11825,https://indico.jlab.org/event/459/contributions/11825/,Running GPU-enabled CMSSW workflows through the production system,https://indico.jlab.org/event/459/contributions/11825/attachments/9463/14024/GPU_workflows-CKK-CHEP-2023_v2.pdf
11467,https://indico.jlab.org/event/459/contributions/11467/,The CMS monitoring applications for LHC Run 3,https://indico.jlab.org/event/459/contributions/11467/attachments/9237/13403/CHEP23%20-%20CMS%20monitoring-1.pdf
11741,https://indico.jlab.org/event/459/contributions/11741/,An Object Condensation Pipeline for Charged Particle Tracking,https://indico.jlab.org/event/459/contributions/11741/attachments/9643/14086/230507_oct_chep_v3.pdf
11675,https://indico.jlab.org/event/459/contributions/11675/,ATLAS Open Data: developing education and outreach resources from research data,https://indico.jlab.org/event/459/contributions/11675/attachments/9477/13738/ATLAS%20Open%20Data%20-%20Developing%20Education%20and%20Outreach%20Resources%20From%20Research%20Data%202023.05.09..pdf
11474,https://indico.jlab.org/event/459/contributions/11474/,BigPanDA monitoring system evolution in the ATLAS experiment,https://indico.jlab.org/event/459/contributions/11474/attachments/9568/13970/2023_CHEP_BigPanDAmon_slides-2.pdf
11291,https://indico.jlab.org/event/459/contributions/11291/,Challenging the economy of tape storage with the disk-based one,https://indico.jlab.org/event/459/contributions/11291/attachments/9361/13798/chep2023_oral_sahn_v3.pdf
11377,https://indico.jlab.org/event/459/contributions/11377/,Demonstration of track reconstruction with FPGAs on live data at LHCb,https://indico.jlab.org/event/459/contributions/11377/attachments/9485/13750/CHEP2023_Lazzari_V2.pdf
11529,https://indico.jlab.org/event/459/contributions/11529/,Enhancing data consistency in ATLAS and CERN databases through automated synchronization,https://indico.jlab.org/event/459/contributions/11529/attachments/9320/13519/Enhancing%20data%20consistency%20in%20ATLAS%20and%20CERN%20HR%20databases%20through%20automated%20synchronization.pdf
11441,https://indico.jlab.org/event/459/contributions/11441/,JUNO Offline Software for Data Processing and Analysis,https://indico.jlab.org/event/459/contributions/11441/attachments/9366/13945/JUNOSW_20230509-v1.pdf
11817,https://indico.jlab.org/event/459/contributions/11817/,LHCb GPU trigger commissioning with first data - LHCb,https://indico.jlab.org/event/459/contributions/11817/attachments/9504/13779/LHCb_GPU_CHEP.pdf
11584,https://indico.jlab.org/event/459/contributions/11584/,"MEDUSA, A MULTITHREAD 4-BODY DECAY FITTING AND SIMULATION SOFTWARE",https://indico.jlab.org/event/459/contributions/11584/attachments/9271/13444/Medusa.pdf
11635,https://indico.jlab.org/event/459/contributions/11635/,Using CRIU for checkpointing batch jobs,https://indico.jlab.org/event/459/contributions/11635/attachments/9527/13817/CRIU_Andrijauskas.pdf
11710,https://indico.jlab.org/event/459/contributions/11710/,BaBar’s Experience with the Preservation of Data and Analysis Capabilities,https://indico.jlab.org/event/459/contributions/11710/attachments/9575/14065/BaBarPreservationCHEP2023.pdf
11721,https://indico.jlab.org/event/459/contributions/11721/,BESIII track reconstruction algorithm based on machine learning,https://indico.jlab.org/event/459/contributions/11721/attachments/9408/14067/chep2023.pdf
11602,https://indico.jlab.org/event/459/contributions/11602/,Event Generator Tuning Incorporating MC Systematic Uncertainty,https://indico.jlab.org/event/459/contributions/11602/attachments/9594/13932/CHEP%202023%20MC%20Tuning%20with%20MC%20uncertainties.pdf
11542,https://indico.jlab.org/event/459/contributions/11542/,Glance Search Interface,https://indico.jlab.org/event/459/contributions/11542/attachments/9335/13605/CHEP%20-%20Glance%20Search%20Library%20(1).pdf
11646,https://indico.jlab.org/event/459/contributions/11646/,Preparing for a new Data Center: Automated Management of a 10’000 node bare-metal fleet in CERN IT,https://indico.jlab.org/event/459/contributions/11646/attachments/9456/13958/Preparing%20for%20a%20new%20Data%20Center_%20Automated%20Management%20of%20a%2010000%20node%20bare-metal%20fleet%20-%20CHEP%2009MAY2023.pdf
11413,https://indico.jlab.org/event/459/contributions/11413/,Repurposing of the Run 2 CMS High Level Trigger Infrastructure as an Cloud Resource for Offline Computing,https://indico.jlab.org/event/459/contributions/11413/attachments/9605/13956/20230511%20HLT%20migration%20to%20glideins%20CHEP23.pdf
11822,https://indico.jlab.org/event/459/contributions/11822/,Run-3 Commissioning of CMS Online HLT reconstruction using GPUs,https://indico.jlab.org/event/459/contributions/11822/attachments/9333/13534/Run-3_Commissioning_of_CMS_HLT_%20Final.pdf
11495,https://indico.jlab.org/event/459/contributions/11495/,Site Sonar - A Flexbile and Extensible Infrastructure Monitoring Tool for ALICE Grid,https://indico.jlab.org/event/459/contributions/11495/attachments/9431/13915/CHEP%202023%20Presentation%20-%20Kalana%20Wijethunga%20-%202.pdf
11375,https://indico.jlab.org/event/459/contributions/11375/,Track reconstruction for the ATLAS Phase-II HLT using GNNs on FPGAs,https://indico.jlab.org/event/459/contributions/11375/attachments/9434/13680/CHEP_GNNonFPGAforEFTracking.pdf
11307,https://indico.jlab.org/event/459/contributions/11307/,Updates to the ATLAS Data Carousel Project,https://indico.jlab.org/event/459/contributions/11307/attachments/9259/13428/ATLAS-Data-Carousel-CHEP2023.pdf
11626,https://indico.jlab.org/event/459/contributions/11626/,A grid site reimagined: building a fully cloud-native ATLAS T2 on Kubernetes,https://indico.jlab.org/event/459/contributions/11626/attachments/9277/13950/20230508%20CHEP%202023%20UVic%20T2%20on%20k8s.pdf
11383,https://indico.jlab.org/event/459/contributions/11383/,A vendor-unlocked ITS GPU reconstruction in ALICE,https://indico.jlab.org/event/459/contributions/11383/attachments/9503/13777/CHEP2023_v3.pdf
11701,https://indico.jlab.org/event/459/contributions/11701/,Automatising open data publishing workflows: experience with CMS open data curation,https://indico.jlab.org/event/459/contributions/11701/attachments/9467/13983/chep2023-opendata-cms-slides.pdf
11486,https://indico.jlab.org/event/459/contributions/11486/,Bringing the ATLAS HammerCloud setup to the next level with containerization,https://indico.jlab.org/event/459/contributions/11486/attachments/9275/13449/chep_2023_hammercloud_benjamin_rottler.pdf
11294,https://indico.jlab.org/event/459/contributions/11294/,Evolution of the CERN Backup system based on RESTIC and the CERN Tape Archive (CTA),https://indico.jlab.org/event/459/contributions/11294/attachments/9644/14046/cback-chep2023.pptx
11803,https://indico.jlab.org/event/459/contributions/11803/,Integrating LHCb workflows on Supercomputers: State of Practice,https://indico.jlab.org/event/459/contributions/11803/attachments/9598/13969/LHCbHPCStateOfPractice_CHEP2023.pdf
11430,https://indico.jlab.org/event/459/contributions/11430/,Offline Data Processing Software for the Super Tau Charm Facility,https://indico.jlab.org/event/459/contributions/11430/attachments/9570/14057/oscar%20chep2023.pdf
11530,https://indico.jlab.org/event/459/contributions/11530/,The migration to a standardized architecture for developing systems on the Glance project,https://indico.jlab.org/event/459/contributions/11530/attachments/9289/13478/CHEP%20-%20Glance%20Architecture.pdf
11745,https://indico.jlab.org/event/459/contributions/11745/,Track Identification for CLAS12 using Artificial Intelligence,https://indico.jlab.org/event/459/contributions/11745/attachments/9491/13757/CHEP-05-2023-Gavalian.pdf
11556,https://indico.jlab.org/event/459/contributions/11556/,`epic-analysis`: Common Physics Analysis Software for the EIC,https://indico.jlab.org/event/459/contributions/11556/attachments/9385/13611/dilks__ePIC-Analysis.pdf
11636,https://indico.jlab.org/event/459/contributions/11636/,Accelerating science: the usage of commercial clouds in ATLAS distributed computing,https://indico.jlab.org/event/459/contributions/11636/attachments/9246/13414/CHEP%202023%20-%20ATLAS%20Cloud%20(5).pdf
11696,https://indico.jlab.org/event/459/contributions/11696/,An Ntuple production service for accessing LHCb Open Data: the Ntuple Wizard,https://indico.jlab.org/event/459/contributions/11696/attachments/9197/13356/FitzgeraldCHEP2023_final.pdf
11713,https://indico.jlab.org/event/459/contributions/11713/,Novel fully-heterogeneous GNN designs for track reconstruction at the HL-LHC,https://indico.jlab.org/event/459/contributions/11713/attachments/9572/13900/chep2023_Sylvain_Caillou.pdf
11493,https://indico.jlab.org/event/459/contributions/11493/,Operational Analytics Studies for ATLAS Distributed Computing: Data Popularity Forecast and Ranking of the WLCG Centers,https://indico.jlab.org/event/459/contributions/11493/attachments/9569/13971/CHEP23_Analytics.pdf
11809,https://indico.jlab.org/event/459/contributions/11809/,Porting ATLAS FastCaloSim to GPUs with Performance Portable Programming Models,https://indico.jlab.org/event/459/contributions/11809/attachments/9402/13640/CHEP23%20FCS%20Portability.pdf
11405,https://indico.jlab.org/event/459/contributions/11405/,Preliminary Performance Study of an Alternative Calorimeter Clustering Solution for Allen in LHCb,https://indico.jlab.org/event/459/contributions/11405/attachments/9298/14040/Allen%20Calo%20Reco%20-%20CHEP23%20(3).pdf
11527,https://indico.jlab.org/event/459/contributions/11527/,Security Models for ALICE Online Web-Based Applications,https://indico.jlab.org/event/459/contributions/11527/attachments/9555/13864/WebSecurityModels-CHEP2023_f.pdf
11445,https://indico.jlab.org/event/459/contributions/11445/,Status of DUNE Offline Computing,https://indico.jlab.org/event/459/contributions/11445/attachments/9489/13755/Kirby_Status_of_DUNE_Offline_CHEP_2023.pdf
11316,https://indico.jlab.org/event/459/contributions/11316/,The CERN Tape Archive Beyond CERN — an Open Source Data Archival System for HEP,https://indico.jlab.org/event/459/contributions/11316/attachments/9500/13923/CTA_Beyond_CERN.pdf
11714,https://indico.jlab.org/event/459/contributions/11714/,Advances in developing deep neural networks for finding primary vertices in proton-proton collisions at the LHC,https://indico.jlab.org/event/459/contributions/11714/attachments/9420/13920/Sokoloff_Garg_CHEP-2023.pdf
11478,https://indico.jlab.org/event/459/contributions/11478/,Analysis and optimization of ALICE Run 3 multicore Grid jobs,https://indico.jlab.org/event/459/contributions/11478/attachments/9356/13562/AnalysisAndOptimization_MartaBertran.pdf
11522,https://indico.jlab.org/event/459/contributions/11522/,Building a highly modular user-oriented notification system,https://indico.jlab.org/event/459/contributions/11522/attachments/9382/13878/Building%20a%20highly%20modular%20user-oriented%20notification%20system%20-%20CHEP%202023.pdf
11869,https://indico.jlab.org/event/459/contributions/11869/,DUNE Database Development,https://indico.jlab.org/event/459/contributions/11869/attachments/9345/13548/CHEP2023_dune_offline_databases.pptx
11694,https://indico.jlab.org/event/459/contributions/11694/,FAIR principles for Digital Objects in High Energy Physics: A Case Study with Universal FeynRules Output (UFO) Models,https://indico.jlab.org/event/459/contributions/11694/attachments/9577/13898/2023-05-09_FAIR4UFO-CHEP23.pdf
11617,https://indico.jlab.org/event/459/contributions/11617/,Financial Case Study on the Use of Cloud Resources in HEP Computing,https://indico.jlab.org/event/459/contributions/11617/attachments/9592/14077/CHEP-2023-Cloud-Comparison-v1.4.pdf
11603,https://indico.jlab.org/event/459/contributions/11603/,Laurelin: A ROOT I/O implementation for Apache Spark,https://indico.jlab.org/event/459/contributions/11603/attachments/9639/14038/230501_chep_conference_slides.pdf
11810,https://indico.jlab.org/event/459/contributions/11810/,Performance of Heterogeneous Algorithm Scheduling in CMSSW,https://indico.jlab.org/event/459/contributions/11810/attachments/9269/13926/20230509-CHEP23_CMSSWHeterogeneousScheduling.pdf
11382,https://indico.jlab.org/event/459/contributions/11382/,Triggerless data acquisition pipeline for Machine Learning based statistical anomaly detection,https://indico.jlab.org/event/459/contributions/11382/attachments/9444/13693/CHEP2023_triggerlessDaqNPLM.pdf
11593,https://indico.jlab.org/event/459/contributions/11593/,Benchmarking distributed-RDataFrame with CMS analysis workflows on the INFN analysis infrastructure,https://indico.jlab.org/event/459/contributions/11593/attachments/9558/13867/BenchmarkingAF-RDF-spiga.pdf
11839,https://indico.jlab.org/event/459/contributions/11839/,Co-Design of Quantum Hardware and Algorithms in Nuclear and High Energy Physics,https://indico.jlab.org/event/459/contributions/11839/attachments/9596/14021/quantum_co_design_NHEP.pdf
11489,https://indico.jlab.org/event/459/contributions/11489/,Collaborative Operational Security: The future of cybersecurity for Research and Education,https://indico.jlab.org/event/459/contributions/11489/attachments/9483/13748/20230507-CHEP-SOC.pptx
11364,https://indico.jlab.org/event/459/contributions/11364/,Event Building studies for CMS Phase-2 at CERN,https://indico.jlab.org/event/459/contributions/11364/attachments/9411/13652/CHEP23_KRAWCZYK.pdf
11434,https://indico.jlab.org/event/459/contributions/11434/,EvtGen – recent developments and prospects,https://indico.jlab.org/event/459/contributions/11434/attachments/9529/13982/2023_05_09CHEP_ABUDINEN_EvtGen.pdf
11533,https://indico.jlab.org/event/459/contributions/11533/,Fine-Grained HEP Analysis Task Graph Optimization with Coffea and Dask,https://indico.jlab.org/event/459/contributions/11533/attachments/9496/13762/CoffeaCHEP_LindseyGray_09052023.pdf
11800,https://indico.jlab.org/event/459/contributions/11800/,The Global Network Advancement Group: A Next Generation System for the LHC and Data Intensive Sciences,https://indico.jlab.org/event/459/contributions/11800/attachments/9268/13523/GNAGNextGenNetworkSystem_CHEP2023.pptx
11682,https://indico.jlab.org/event/459/contributions/11682/,The Networking and Transfer Office ErUM-Data-Hub serving Digital Transformation in Research on Universe and Matter,https://indico.jlab.org/event/459/contributions/11682/attachments/9293/13485/erum-data-hub-chep23.pdf
11297,https://indico.jlab.org/event/459/contributions/11297/,Transferable Improved Analyses Turnaround through Intelligent Caching and Optimized Resource Allocation,https://indico.jlab.org/event/459/contributions/11297/attachments/9384/13608/CHEP23_Caching_Alloc.pdf
11739,https://indico.jlab.org/event/459/contributions/11739/,Uncertainty Aware Machine Learning Models for Particle Physics Applications,https://indico.jlab.org/event/459/contributions/11739/attachments/9521/14253/Kishan_CHEP23_UQ.pdf
11367,https://indico.jlab.org/event/459/contributions/11367/,Benchmarking Data Acquisition event building network performance for the ATLAS HL-LHC upgrade,https://indico.jlab.org/event/459/contributions/11367/attachments/9461/13716/HL-LHC%20ATLAS%20DAQ%20network%20benchmarck-1.pdf
11320,https://indico.jlab.org/event/459/contributions/11320/,Evaluation of Rucio as a Metadata Service for the Belle II experiment,https://indico.jlab.org/event/459/contributions/11320/attachments/9481/13743/chep_2023_metadata_BelleII.pdf
11737,https://indico.jlab.org/event/459/contributions/11737/,Exploring Interpretability of Deep Neural Networks in Top Tagging,https://indico.jlab.org/event/459/contributions/11737/attachments/9578/13899/2023-05-09_XAI4TopTagger-CHEP23.pdf
11497,https://indico.jlab.org/event/459/contributions/11497/,Improving computer security in HEP with multiple factor authentication: experience and reflections,https://indico.jlab.org/event/459/contributions/11497/attachments/9472/13957/2fa-chep.pdf
11448,https://indico.jlab.org/event/459/contributions/11448/,Introducing HIJING++: the Heavy Ion Monte Carlo Generator for the High-Luminosity LHC Era,https://indico.jlab.org/event/459/contributions/11448/attachments/9478/13739/2023_CHEP_HIJING++_final.pdf
