Year,Link,Title,Authors,Attachment
2023,https://indico.jlab.org/event/459/contributions/11533/,Fine-Grained HEP Analysis Task Graph Optimization with Coffea and Dask,"Gray Lindsey, Smith Nick, ",https://indico.jlab.org/event/459/contributions/11533/attachments/9496/13762/CoffeaCHEP_LindseyGray_09052023.pdf
2023,https://indico.jlab.org/event/459/contributions/11739/,Uncertainty Aware Machine Learning Models for Particle Physics Applications,"Rajput Kishansingh, McSpadden Diana, Schram Malachi, Somayaji Karthik, Blokland Willem, Zhao Zhiwen, Li Peng, ",https://indico.jlab.org/event/459/contributions/11739/attachments/9521/14253/Kishan_CHEP23_UQ.pdf
2023,https://indico.jlab.org/event/459/contributions/11737/,Exploring Interpretability of Deep Neural Networks in Top Tagging,"Khot Ayush, Neubauer Mark, Roy Avik, ",https://indico.jlab.org/event/459/contributions/11737/attachments/9578/13899/2023-05-09_XAI4TopTagger-CHEP23.pdf
2023,https://indico.jlab.org/event/459/contributions/11596/,"RootInteractive tool for multidimensional statistical analysis, machine learning and analytical model validation","Ivanov Marian, Ivanov Marián, ","https://indico.jlab.org/event/459/contributions/11596/attachments/9573/13892/ATO-618%20RootInteractive%20tool%20for%20multidimensional%20statistical%20analysis,%20machine%20learning%20and%20analytical%20model%20validation.%20(2).pdf"
2023,https://indico.jlab.org/event/459/contributions/11697/,AI4EIC Hackathon: PID with the EPIC dRICH,"Suresh Karthik, Fanelli Cristiano, Suresh Karthik, Bressan Andrea, Deconinck Wouter, Diefenthaler Markus, Joosten Sylvester, Li Wenliang, Tu Zhoudunming, Osborn Joe, ",https://indico.jlab.org/event/459/contributions/11697/attachments/9649/14058/CHEP2023_AI4EIC_May9.pdf
2023,https://indico.jlab.org/event/459/contributions/11479/,"Transitioning GlideinWMS, a multi domain distributed workload manager, from GSI proxies to tokens and other granular credentials","Mambelli Marco, Coimbra Bruno, Box Denis, ",https://indico.jlab.org/event/459/contributions/11479/attachments/9600/13944/CHEP2003-GlideinWMSToken.pdf
2023,https://indico.jlab.org/event/459/contributions/11730/,Using a Neural Network to Approximate the Negative Log Likelihood Distribution,"Liu Shenghua, Jamieson Nathan, Lannon Kevin, Mohrman Kelci, Negash Sirak, Wan Yuyi, ",https://indico.jlab.org/event/459/contributions/11730/attachments/9549/13853/DNN_Likelihood_CHEP.pdf
2023,https://indico.jlab.org/event/459/contributions/11442/,A parameter optimisation toolchain for Monte Carlo detector simulation,"Volkel Benedikt, ",https://indico.jlab.org/event/459/contributions/11442/attachments/9636/14090/20230509_slides.pdf
2023,https://indico.jlab.org/event/459/contributions/11685/,Building a Global HEP Software Training Community,"Deconinck Wouter, Elmer Peter, Lieret Kilian, Malik Sudhir, Roiser Stefan, Hernandez Villanueva Michel, ",https://indico.jlab.org/event/459/contributions/11685/attachments/9665/14144/230509_hsf_training_community.pdf
2023,https://indico.jlab.org/event/459/contributions/11732/,A method for inferring signal strength modifiers by conditional invertible neural networks,"Farkas Máté Zoltán, Diekmann Svenja, Eich Niclas, Erdmann Martin, ",https://indico.jlab.org/event/459/contributions/11732/attachments/9619/13993/cINN_farkas_CHEP23.pdf
